     174,       1,     162,   12190,  514690, 4010462, 3616627, 1592472, 1395148, 1392889, 1392768, 1392746, 1392743, 1392745, 1392744, 1392743,       5,       0,       0,       0
     175,       1,     162,   12292,  521313, 4068637, 3694236, 1619608, 1419276, 1417100, 1416993, 1416970, 1416966, 1416966, 1416965, 1416964,       0,       0,       0,       0
     176,       1,     160,   12338,  532435, 4189131, 3716086, 1637434, 1443925, 1441620, 1441486, 1441470, 1441466, 1441465, 1441466, 1441466,       2,       0,       0,       0
     177,       1,     166,   12636,  541594, 4243810, 3797317, 1665533, 1468705, 1466392, 1466275, 1466254, 1466247, 1466245, 1466244, 1466243,       3,       0,       0,       0
     178,       1,     164,   12728,  550178, 4326256, 3856397, 1690806, 1493725, 1491463, 1491336, 1491317, 1491309, 1491311, 1491311, 1491308,       5,       0,       0,       0
     179,       1,     163,   12766,  557380, 4389927, 3934692, 1719264, 1518864, 1516796, 1516678, 1516663, 1516659, 1516655, 1516655, 1516659,       3,       0,       0,       0
     180,       1,     169,   13082,  568442, 4468048, 3995748, 1747928, 1544694, 1542439, 1542316, 1542297, 1542289, 1542288, 1542288, 1542288,       2,       0,       0,       0
     181,       1,     166,   13138,  578679, 4571399, 4036803, 1774638, 1570633, 1568364, 1568241, 1568215, 1568211, 1568210, 1568209, 1568208,       6,       0,       0,       0
     182,       1,     169,   13301,  587755, 4654062, 4101577, 1801734, 1596554, 1594561, 1594442, 1594427, 1594420, 1594419, 1594417, 1594416,       0,       0,       0,       0
     183,       1,     169,   13450,  598263, 4718165, 4180159, 1833686, 1623266, 1621053, 1620945, 1620922, 1620917, 1620917, 1620917, 1620915,       0,       0,       0,       0
     184,       1,     170,   13639,  608665, 4801785, 4244506, 1862738, 1649966, 1647845, 1647739, 1647717, 1647711, 1647710, 1647709, 1647711,       3,       0,       0,       0
     185,       1,     172,   13718,  616686, 4873704, 4324702, 1892214, 1676989, 1674911, 1674821, 1674798, 1674794, 1674793, 1674792, 1674791,       3,       0,       0,       0
     186,       1,     170,   13873,  629393, 5004997, 4352185, 1912212, 1704388, 1702289, 1702204, 1702180, 1702175, 1702175, 1702175, 1702174,       0,       0,       0,       0
     187,       1,     174,   14120,  638418, 5065491, 4448441, 1940016, 1731996, 1729943, 1729877, 1729860, 1729853, 1729851, 1729852, 1729850,       2,       0,       0,       0
     188,       1,     175,   14163,  648604, 5159040, 4508491, 1971832, 1760106, 1757962, 1757855, 1757834, 1757829, 1757827, 1757826, 1757826,       4,       0,       0,       0
     189,       1,     170,   14259,  657542, 5231226, 4593274, 2003898, 1788251, 1786226, 1786135, 1786110, 1786103, 1786103, 1786102, 1786103,       2,       0,       0,       0
